document_id,title,business_class,sensitivity,allowed_roles,owner,version,source_uri,dataset,license,sha256
ibm10717315,IBM Replgenstats Process - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717315.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,944cf3cd0699c27e3e4de13b527fb7366f7de3298808034bc8e67a4a1a80de63
ibm10717319,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Netcool Configuration Manager (CVE-2015-0899). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717319.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,dba0923c7982808f757c4d68d9efffc7828f8d2096ca8ec9b55b4500055c6070
ibm10717327,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Network Manager IP Edition (CVE-2012-5783). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717327.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,a3211317a2e518a7bff9a3534cfec53380d885e98f4db24549e01bce6b76842a
ibm10717329,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Netcool Configuration Manager (CVE-2012-5783). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717329.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,71442811baa371ae4ce0ac51b59df4bae863156814e09a06098df3c9ee7f4818
ibm10717335,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is a required product for IBM Tivoli Network Manager IP Edition (CVE-2018-1614). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717335.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,9df2bc9c94d1a1e4b659322766d45702bdf42e38479dd7ca9d656823130dc044
ibm10717337,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is a required product for IBM Tivoli Netcool Configuration Manager (CVE-2018-1614). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717337.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,02022abc2c554d140242fde95428fdbbc3e93cf68dcd2e420653ecb9ab89d863
ibm10717345,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Network Manager IP Edition (CVE-2018-1621). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717345.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,e463836148a132f7bc6a0e160e65c9a663ecaa96b3c7c9a3b08685a16e773e46
ibm10717395,IBM Incompatibility for AS2 between SB2BI 5020400 and SB2BI 5020600 using TLS 1.2 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717395.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,28ad2a838654d625f3e72e04820a2f9d276042d288454565d6e549e24856b043
ibm10717429,IBM Security Bulletin: IBM Integrated Management Module II (IMM2) is affected by vulnerabilities in GNU C Library - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717429.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,a2eef20a10e9abad3959d18d7d8283432525aaeb8e2102b91b140ad4d607ca35
ibm10717485,IBM Security Bulletin: IBM Tivoli Netcool Impact is affected by open source vulnerabilities - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717485.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,5f8ddc3e3746a2efbb719b2fcf27a74a9518618db37e39c19ab06ed4ca0119fe
ibm10717517,IBM Security Bulletin: IBM MQ Appliance affected by an OpenSSL vulnerability (CVE-2018-0739) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717517.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,5a50dd63b7c18dec87de71b6af4abdaf8186c00997f370d2e7543d0338292583
ibm10717551,IBM How to Add Confirmation Window when Cancelling Batch in Datacap Navigator - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717551.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,4ccc9190d01f7850f164498eaad11b801d8a1872c9f6a2aedcfdf1a73bbe9a72
ibm10717581,IBM How to recover when a space efficient storage controller runs out of space before Spectrum Virtualize (SVC) - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717581.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,9c71f588561e31f1427ddd3ae5d77ad9acf12ea0c8a11ee532a0c806f219fe07
ibm10717723,IBM WPA and S&P failures - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717723.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,4b4c8e32238a3ccc6096edec96228bb8d166391642bbe713ddd7a63cb80bc277
ibm10717789,IBM Operational Decision Manager Interim Fixes for V8.6 releases - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717789.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,25d02c3e4b85ee89b761b24e1a2e2c0236e6983407ecdb0a99fc510a276268cc
ibm10717805,IBM Operational Decision Manager Interim Fixes for V8.0 releases - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717805.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,12ee5ae3fc88a2b54c4a254a2608eaba71b243c5ad937ff1ef27368dc03ef7b0
ibm10717815,IBM Operational Decision Manager Interim Fixes for V7.5 releases - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717815.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,eb08daeb0092f674cf99ab3ff90dd64570998e4b8d26ace4c7113aba080cf352
ibm10717885,IBM How do I configure NLQ whitelist? - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717885.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,387526baea180c79b7e416f6738606c313e82ccb9c001aabd11cb561017270e8
ibm10717921,IBM Not able to edit reports if Internet Explorer 11 is used - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717921.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,02ef242271d1004cc0fe455eb93a58df98e1b75dad41b5d6537f2eecbc56fbdc
ibm10717929,IBM Security Bulletin: IBM MQ Appliance is affected by a kernel vulnerability (CVE-2014-2523) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717929.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,53a1f29115c1664342521171bce54f7fd3fb1c3d17309b2e51744bb71f89edc3
ibm10717939,IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server shipped with IBM Security Identity Manager(CVE-2018-1614). - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717939.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,cfe35eefdd5eb0eee6fee9e50c3fae04b16572a03b91d334b8583c5d896f1154
ibm10717945,IBM Downloading IBM MQ Version 9.1.0 - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717945.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,130e06715d32fafc7f1adfc757df905859952867bb76b7fb8030db08b5705f3b
ibm10717973,IBM Warehouse Proxy Agent fails to connect to DB2 Database after restarting the agent - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717973.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1d0c6f4d305b797135a466aee0c75a069a5b98302b36d68ed0e9602f6b7326c5
ibm10717975,IBM Security Bulletin: Vulnerabilities in OpenSSL affect IBM Flex System EN6131 40Gb Ethernet / IB6131 40Gb Infiniband Switch Firmware - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717975.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,970815ddc127c7be19f22cf99abfb6aff10183ad42cf39cc16726e8f40d51104
ibm10717983,IBM SecureMain fails with error KCI1343E - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717983.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,d025b4bf3b4e23f35134e80ce0aded3391c2c551b31a6afafbcc175a85b14f61
ibm10717993,"IBM After executing the tacmd pdcollect, the Tivoli Enterprise Monitoring Server (TEMS) configuration file ms.config is modified - United States",engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717993.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,97ec43ff95efe2b1feccce2ce43426fe6612c84958a0e6122b1eb0e3b1811a18
ibm10717997,IBM Security Bulletin: Vulnerabilities in OpenSSL affect IBM Flex System EN6131 40Gb Ethernet / IB6131 40Gb Infiniband Switch Firmware - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10717997.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1da30ad560c9abd8f1c5b11fedd11d518e5862338a1f5cdac8007cc7b890788c
ibm10718243,IBM Security Bulletin: Classloader Manipulation Vulnerability in IBM WebSphere Application Server (CVE-2014-0114) Does Not Affect IBM Security Key Lifecycle Manager - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718243.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,346f47fca9a320e7655d9bc690b376343d668aa018d65083be399f7b6dc0aa25
ibm10718277,IBM Sampled Situation evaluation cycle - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718277.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,cce061985f5620f111a4b80e59bee3c49d41aa4b75c2a2cb242436368a783786
ibm10718297,IBM Security Bulletin: Multiple Vulnerabilities in IBM® Java SDK affects IBM WebSphere Application Server in IBM Cloud April 2018 CPU - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718297.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,dcaccca69548e70fd39fb57518d10c448be5338cba0b8f79f3292ae97200dce1
ibm10718387,IBM How to download the security certificate from RHEVM server for RHEV 4.0 and later - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718387.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,33dd763e9350bc5119c8ffa024606e69f037c2abda10d377b3839b446f016446
ibm10718419,"IBM Security Bulletin:  Vulnerability in IBM WebSphere Application Server Affects IBM Emptoris Sourcing, IBM Emptoris Contract Management, IBM Emptoris Spend Analysis, IBM Emptoris Program Management and IBM Emptoris Service Procurement (CVE-2017-1743) - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718419.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,e4d64a195689d733769810f2d8e8017d50287b48185a08e1e7bfb07fe1af4e15
ibm10718437,IBM Security Directory Suite 801 - Troubleshooting topics - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718437.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,120cf87789c4148687f339d79aec7af7d45f152fd79d8c519bb0ef18b00056be
ibm10718619,IBM How do I disable a TWS / IWS dynamic agent? - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718619.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,21278c975e7965bff3b1f744ad8d40cb112cda6f8bc6709c884694e59ea8c16c
ibm10718659,IBM Security Bulletin: IBM Flex System Chassis Management Module (CMM) is affected by vulnerabilties in GNU C Library - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718659.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1cc7fb8d09aa2dc7ff4e161f07c29d4097d9a8a23b6687ce748e98853f24051e
ibm10718719,IBM Datacap Interim Fix 005 hot fix 001readme file - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718719.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,417ea5e92c0b5bfbcda661a6a15babbe12aafb73e0619df0817ad300d39a08ee
ibm10718799,"IBM Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Netcool Configuration Manager (CVE-2018-1621). - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718799.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,d8f8c8c0803a880e21c5a43f4600cf48a04e73c7118d60db694979502b331e0b
ibm10718801,IBM Security Bulletin: IBM Flex System Chassis Management Module (CMM) is affected by a vulnerabilty in GNU C Library (CVE-2017-12133) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718801.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,3915c4c1cdb84683a530752e653fcadb5673b28c85a38d4ded10979350a43b40
ibm10718851,IBM Security Bulletin: Multiple vulnerabilities in IBM Java Runtime affect IBM Security Directory Suite. - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718851.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f58693e7d01deac2f1aa36fce01f14b280107e802f6e32d78314134ad993833d
ibm10718857,IBM What commands can I run to find users or the administrator on my system? - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718857.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b6aa20c09643e4c29fb89998a9a163aa4eb0764414a73a1d26e369ad66e6a979
ibm10718863,IBM Security Bulletin: Cross-site Scripting Vulnerability Affects IBM Sterling B2B Integrator Standard Edition (CVE-2018-1718) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718863.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,16c840262898d7ae74ffe238297c0cc2806529c15d4177ef160d04de498f71d6
ibm10718883,IBM LIM fails to start on Windows host with error OpenService(LIM) failed: Access is denied - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718883.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,6bb5863256c7805559e60df914acda1b1b39a7a36e60faa086962cb74dcd2d56
ibm10718959,IBM How to get detailed host information by host name? - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718959.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f7cc40915855ce1b15fbd8371d852b2490808468bf761870681899e46a0084ff
ibm10718965,IBM How to get detailed queue information by queue name? - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718965.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,0e161425d92400d89cd2600f66340eb50ee2ae434d4b0263596c656134089387
ibm10718975,IBM Tivoli Monitoring 6 JRE Update (6.X.X-TIV-ITM_JRE_TEP-20180726 ) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718975.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b6bb3c4a9dd9e0ae2e0135da0450f9299cee9162295cdb67e745bb72691cc72a
ibm10718991,IBM Security Bulletin: IBM BladeCenter Advanced Management Module (AMM) is affected by a vulnerability in GNU C Library (CVE-2017-12133) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10718991.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,95f36aa16b074b6192505599ffc2c9ca762d00bc3d8560b1758b28e546129fc1
ibm10719047,IBM Security Bulletin: IBM BladeCenter Advanced Management Module (AMM) is affected by vulnerabilities in GNU C Library - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10719047.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,81da06ee85f1a1efc4ecc78226e661b0f5831ae5947ed642e058ee8e49dd82c0
ibm10719115,IBM Security Bulletin: Multiple vulnerabilities in IBM Java SDK and IBM Java Runtime affect IBM QRadar SIEM - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10719115.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1214e6917b282c2fce934593de4dc0d729faef40225174f3f79c80ac5c9ea976
ibm10719177,"IBM 9.5.1.8: UI57475, UI57476, UI57477 and UI57503 PTFs for Rational Developer for z Systems Host Utilities - United States",engineering-support,internal,engineering,techqa-proxy-owner,techqa-p2-2026-07-18,hf://nvidia/TechQA-RAG-Eval/corpus/ibm10719177.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,76ee1e670ce8d85e1acc469d5f0b5a800ea8579151b9ff83c001e84f42550cba
